"","transcript","GSM3323389","GSM3323390","GSM3566403","GSM3566404","GSM3566405","GSM3566400","GSM3566402","GSM3566401","GSM3889078","GSM3889094","GSM3889079","GSM3889085","GSM3889093","GSM3889088","GSM3889096","GSM3889080","GSM3889077","GSM3889087","GSM3889086","GSM3889095","GSM1331342","GSM1331344","GSM2722301","GSM3753501","GSM3753514","GSM3753520","GSM3753519","GSM3753502","GSM3753515","GSM3753511","GSM3753507","GSM3753510","GSM3753506","GSM4886541","GSM4886543","GSM4886542","GSM1479598","GSM3984257","GSM3984249","GSM3984247","GSM3984255","GSM2563632","GSM2563629","GSM2563631","GSM2563630","GSM3454277","GSM3454276","GSM3454274","GSM3454278","GSM3454275","GSM1606114","GSM1606110","GSM1606109","GSM1606113","GSM1606108","GSM1606107","GSM1606112","GSM1606111","GSM5291876","GSM5291909","GSM5291868","GSM5291880","GSM5291916","GSM5291893","GSM5291912","GSM5291889","GSM5291869","GSM5291921","GSM5291881","GSM5291884","GSM5291924","GSM5291931","GSM5291932","GSM5291917","GSM5291928","GSM5291873","GSM5291930","GSM5291872","GSM5291901","GSM5291896","GSM5291929","GSM5291933","GSM5291885","GSM5291925","GSM5291908","GSM5291900","GSM5291892","GSM5291920","GSM5291888","GSM5291897","GSM5291913","GSM5291877","GSM5291904","GSM5291905","GSM3595799","GSM3595798","GSM3595796","GSM3595797"
"1","NOC2L",1.54872500722746,1.53447661879971,1.73882890898103,1.71271340046769,1.82887073914654,1.81482064393614,1.80459850808281,1.63313921769454,2.12060415578396,1.68419972358309,2.27694938616614,2.17106636070566,1.81481542564623,2.3983412468235,1.74179981934422,2.254509608803,2.09097787980842,2.31396843695025,2.05649947723743,1.83399597794967,1.66156857696471,1.82745968911635,2.09771836370101,2.30882005712013,2.00268965287479,1.45164877820649,1.44977916279407,2.27805546589038,1.95007350029621,1.69451067795304,1.9745668639986,1.70715109553895,1.94549272103819,1.26492996383366,1.33423146358326,1.23651777652327,1.67850235741741,2.30515228706706,2.48160595886868,2.14582096627978,2.38840862019755,1.73226491111297,2.11468146386201,1.71446359084215,1.98683858527615,1.2086088418607,1.14920603222073,1.11100156219665,1.14218058934584,1.19819323971326,1.446278686761,1.57527385640541,1.57759570889094,1.52273812292133,1.57485267074914,1.48719701512654,1.5924640821119,1.68581909088307,1.26485738049691,1.42231607017838,1.50058324134487,1.36040769332478,1.47982091692031,1.43613248340654,1.32510618629229,1.52464812775602,1.49113205551792,1.4579681342218,1.54158458646679,1.24232565654982,1.25572342149442,1.40094803941332,1.3771545469915,1.43557247222647,1.49525747081511,1.45089945929348,1.42909041261775,1.29357265709756,1.37094249688495,1.18200310691443,1.43269970194723,1.34690035014418,1.4530707215873,1.28035016443683,1.41700026148603,1.41378974317084,1.34108833743404,1.41442086856239,1.32622071628495,1.31620101023179,1.41698186990591,1.34741545681702,1.33057851375312,1.40356950923093,1.31627020841457,1.26909173423351,1.32615197044286,1.35862879993332
"2","ISG15",-1.91089949163229,-1.56500773471551,-2.96165145681138,-2.62258615779822,-2.71633166054349,-2.78293752541332,-2.61546363376324,-3.03904487141943,-3.41967851631888,-3.5784904653218,-3.88636541786851,-3.48142281956299,-2.84862366846584,-4.36461172648161,-3.7526324261301,-4.01363925654722,-2.97582768575489,-3.11098158053115,-4.01884655385126,-3.06235016974446,-2.26435733363243,-3.00085404818595,-2.84392405890829,-2.53240990544872,-2.57545186072538,-2.31617387824757,-2.25792204556046,-2.75338748071228,-2.98799110096521,-2.51630887526543,-2.41702922169143,-2.96900996459876,-2.49366660698026,-2.13404272280639,-1.9373484247755,-1.55377052281591,-2.83304372653801,-2.19465738326321,-1.62926790530463,-2.37596761076926,-2.46362164372207,-3.05151625227254,-2.8125722212952,-2.89768220888236,-2.79954142865321,-2.35208206403921,-3.123981822419,-2.80434923332417,-2.79320376599548,-2.68990958199723,-2.11871656810642,-1.88453233821064,-2.37649296182272,-2.07019264971713,-2.2477736700102,-2.18910365678053,-2.42355851333473,-2.49087321268778,-2.07848930623154,-2.13103664645214,-1.74460989184071,-2.12114631847465,-2.33611741531254,-1.66969048018068,-2.18099706223605,-1.97185943371046,-2.0388981979872,-2.02739103976207,-1.95246294915883,-1.78002292367928,-3.35111204381273,-1.60117403223944,-1.84670881938774,-2.07630458657111,-2.2851370921346,-2.24957913066381,-1.74548515335388,-2.01656475904897,-1.92865377204328,-2.74326512526373,-2.2644785549814,-1.74174689248818,-2.14962346049932,-2.7755849496704,-2.18064605622929,-1.68565883792849,-1.57768289498382,-1.68319815216049,-1.72147129619975,-2.5910487164437,-2.44773263177238,-2.06867053733888,-2.4767571500581,-2.43588280336238,-1.34889826520437,-1.28127213220914,-1.16152860622786,-1.12460979275398
"3","AGRN",0.915259804239052,1.16191095069108,0.321762889194387,-0.723294619398834,-0.36617815063033,0.126901626788962,-0.282897708557263,0.655850930880647,0.230979724974861,0.333532540106347,-0.0577240213794107,0.0150847419034855,0.15540740790285,-0.507534697608635,0.132361906910124,0.121527300195131,0.397198818940567,-0.808396487537107,-0.212184064080937,-0.0766682320439711,0.133537939165943,0.160392663845614,0.697035265129019,-1.64143698155885,-1.37147905639945,-0.524414409019513,-0.609263419973076,-1.62945738405988,-1.60169673984532,-0.649041853529228,-0.449379085999715,-0.77975355691172,-0.288245262439865,1.20999624501582,1.64289718833564,1.80362423618785,-0.185097449505505,0.290249266524791,-0.0198299928705287,0.108939039018736,0.580900794001354,1.13645356938896,0.936239573541414,0.987996821206179,0.74431225341047,-0.249473463077842,-0.375109626796534,-0.252303280698538,-0.339068774874234,-0.275620499423183,0.595268368515606,0.657282443849235,0.465397226259189,0.323826649236546,0.589488262572019,0.673097224148935,0.265648599966,0.17635499389417,1.02934541090621,1.29693097627462,0.986970806671697,1.1322295184119,0.811920519095144,0.932999205263708,0.974067249887197,0.626923996766856,1.0011499593413,1.03440298447002,0.963113997767739,0.931529907974129,0.461090626333207,0.670158517250504,0.51650089542274,0.812831840717058,0.599042695513645,0.829268049600689,0.654932188877205,0.93176527561044,1.07299317866067,0.517676364889981,0.667349916593107,0.558203152867856,0.72548082526606,0.475800153763095,1.21074732533624,1.12974988149422,1.05340626498226,1.05555853767786,0.852666487316194,0.267062179234242,0.998416137752045,0.887540978052824,1.0352404705577,1.11767794755293,1.35337395861795,1.46675264563275,1.38094789538161,1.39791372060533
"4","C1orf159",-1.35218258016188,-1.3546439100477,-2.40203566887596,-2.31339788012548,-2.35454161593798,-2.12901105800665,-2.23444962151924,-2.32880325750019,-2.09792267633656,-1.78673099609374,-1.48847014507014,-1.6096206426614,-1.42150731282569,-3.28012341984842,-1.80672227707479,-1.61574398374885,-2.20263779752141,-2.01236929186304,-2.40940864141716,-1.53629386624941,-1.92788509701121,-2.04534260315851,-1.05216458968024,-2.47178528363228,-2.57545186072538,-2.47032455807483,-2.38575541707034,-2.42796508027765,-2.83384042113796,-2.78457286186011,-2.49707192936497,-2.5635448564906,-2.15191731325821,-2.64486834657238,-2.82465161977641,-2.9400648839358,-1.84443233308423,-0.585219470829109,-0.936120724744684,-0.584208141541209,-0.671862174494014,-2.30430185044232,-1.67549365179929,-1.86806279170121,-1.79401956305111,-2.18023180711255,-2.02536953375089,-1.76289535849601,-1.97222321392565,-2.04328241707218,-1.5190954455573,-1.78187818415056,-2.0087681816974,-1.6298808102788,-2.05972143850726,-1.93127454747843,-1.73041133277479,-1.96024496162561,-1.20629389422261,-1.20088887991655,-1.35514512507898,-1.09298569075715,-1.45261650626137,-1.25279667624889,-1.30174760204224,-1.27871225315052,-1.5533903822055,-1.34651395179394,-1.30070098476174,-1.23555894076446,-1.82868550836826,-1.41458807665903,-1.40042171675932,-1.40563026186323,-1.70977294723104,-1.24405726506171,-1.59133447352662,-1.13801435515766,-1.30571085015658,-1.58475469501455,-1.32001694614055,-1.6416634339312,-1.41202451736854,-1.76794443920802,-1.29909827279901,-1.23367371418543,-1.13585014270478,-1.32169616747344,-1.15615748714969,-1.665279240615,-1.29323988470981,-1.3148987349625,-1.45147613447554,-1.36901921300885,-0.955855677094765,-1.02344302290704,-1.12873878340487,-1.13466012860748
"5","SDF4",0.511283899682355,0.460421698813739,0.587726437691525,0.364412435787013,0.53880191234734,0.463254110101846,0.503511782154929,0.44590186764597,0.451522494589013,0.367933966823679,0.596637134145378,0.256246798720374,0.383497383152385,0.0157134461559133,0.524033692885953,0.411207375309585,0.436419532093848,0.333700913070741,0.285218539352913,0.515597723662194,0.97823501785309,1.00647913704652,1.2587193061285,0.0562935380209252,-0.0631462367492686,0.281210754967122,0.150823243261979,-0.0150319301147429,-0.0348184418300194,0.163906526843337,0.369879554323096,0.249865860269438,0.361099295461687,1.07141008172967,1.30248276526868,1.31656048419681,0.657765813813833,0.695714374632955,0.855638744483371,1.28759403536038,1.00211425907766,0.70450250467902,0.835791563925019,0.523317800075971,0.726819095962952,0.443673717482103,0.322029575032948,0.286693220034149,0.392397269987848,0.367516260562101,0.21550560983081,0.330549856525581,0.267841424893387,0.292265844324329,0.2765747118291,0.268472099290496,0.395436581719207,0.333477444110586,0.398213852103633,0.542309756641755,0.476145182905706,0.46400574630441,0.579034371582115,0.51208977472807,0.441693289915003,0.599144432659781,0.533236819135211,0.613406934330976,0.614563252247549,0.393531909571032,0.29737934939592,0.54340681161136,0.528196935185932,0.517290368967388,0.623583804429763,0.50195618237814,0.526067830392441,0.393046128921966,0.429959152420428,0.228098557273301,0.514044902778192,0.489963860919204,0.540077601934697,0.303528932822642,0.49937263101703,0.489092883555675,0.416429355889368,0.526493193940863,0.397190958633368,0.350880851117314,0.565094075140914,0.459056109632044,0.426992733784239,0.451010690157455,0.638468597529288,0.611130862798604,0.620928470337877,0.56363930010441
"6","B3GALT6",-1.11617251825442,-1.0167945788779,-0.231622348990399,-0.309907251634958,-0.270645723908766,-0.246801685856526,-0.140265798102205,-0.37806218117521,-0.262678095168765,-1.03295919371736,0.0156072517061389,0.207456634550942,-0.597331869859341,0.0340625848241097,-0.919419082073886,0.153025967254502,0.076599931475644,0.290215801131002,0.18584606553971,-0.958216015474253,-0.596650513074351,-0.420637218593625,0.844955395205642,-0.751121736087959,-0.802384524509481,-0.750538588471861,-0.624767606509041,-0.807477331656969,-0.847924937468944,-0.622134400609304,-0.575259331888717,-0.610855020449906,-0.386826091112312,-2.44419765111023,-2.37266649603335,-1.302456094535,-0.628898706357216,0.849865054460214,0.855638744483371,0.882128927252218,0.794474894299413,0.0445639951157278,-0.077441061590315,-0.0297833068382584,-0.303584942678624,-0.905163081102887,-0.726086549620629,-1.04076064106281,-0.90063959764546,-0.783739761591431,-1.13343296474531,-1.56362461813054,-1.45282212265094,-1.35599205995935,-1.14916138134209,-1.20460467487984,-1.32494622466662,-1.63645788453172,-0.426818630174166,-0.354902495127162,-0.413375307903844,-0.329386849246592,-0.517831191751053,-0.296411487172855,-0.567023994636558,-0.389089768358523,-0.423229735802464,-0.211534018954951,-0.410089267305272,-0.475966660796364,-0.610272019887527,-0.564255312576667,-0.558854531081102,-0.361506158479187,-0.76878960276651,-0.446769825249169,-0.416349206073934,-0.392420699225171,-0.39671942076404,-0.466947959090296,-0.902281745440574,-0.355452531368294,-0.62225050111952,-0.588069186461142,-0.4388970075759,-0.310136573790507,-0.23555975217707,-0.333868985274067,-0.335176935079858,-0.605133232774688,-0.496908467914634,-0.434540012314412,-0.488467778033927,-0.384165809697403,-0.5503905689866,-0.564868089484926,-0.561471848733931,-0.773952921140811
"7","UBE2J2",-0.0630886734989119,-0.0796224709513915,-0.22620228152106,-0.423752569656303,-0.390931889783268,-0.41485283480215,-0.352795148174641,-0.344883782477892,0.0538395269229036,0.22817202444852,-0.0577240213794107,-0.167236814890469,0.18793059960841,-0.641066090233157,0.111599915461695,-0.101616251119079,-0.203238963515111,-0.338392858291372,-0.190205157362161,0.0467107891165334,0.423490160152264,0.352552669639857,0.540466204437479,-0.211248426881737,-0.147703624777332,-0.29179211375076,-0.267311717587237,-0.28138423576019,-0.302413755715063,-0.113080256491696,-0.357005765868699,-0.14000715307889,-0.364553455503189,0.733856179237719,0.70590178309979,0.565063420574586,-0.0221361399960919,-0.402897914035155,0.162491563923426,0.0219276620291063,0.627420809636247,-0.238105535512509,-0.0622892565697128,-0.209834715097674,-0.127694276214959,-0.320649741545737,-0.254663473720667,-0.362002197954962,-0.36278530149155,-0.197455726573847,-0.0896289125721972,-0.0487128791885593,-0.0739078688286699,-0.0624070969437304,-0.203423448141631,-0.124477200885838,-0.0627045122167089,-0.0528834826875361,-0.0416073789704995,0.010396571255668,0.119839310755625,0.00562659791096156,0.110428366603018,0.0381875050666773,-0.00676200312452934,0.152605789343329,0.101167965509071,0.131154683009042,0.12697859252101,-0.0423306757215038,-0.132236218944527,0.0184680503689049,-0.0394451636237197,0.0169302772410582,0.132758847370442,0.0530059623302369,-0.0306867252619491,-0.0291978963153073,0.0552657029790177,-0.192663216210337,0.102645059150213,-0.0040546445304053,0.137694160363941,-0.161686179691297,0.0327079030368093,0.0216832894869858,-0.0137073566264797,0.0389922427412816,-0.0600736448349377,-0.130239618234761,0.12777091336785,0.010771004340952,-0.0516862918807662,0.0172751481110356,0.00285577066334264,-0.0234798153087685,-0.00185606079850798,0.0132232090674103
"8","ACAP3",0.251483310475094,0.354479280317264,-0.51930442144218,-0.8652281152875,-0.583835555907759,-0.86150023287673,-0.716172095363855,-0.52301831291763,-0.601280258047802,-0.45392531992484,-0.590528551864177,-0.536983840396554,-0.54603857547179,-0.235600982124993,-0.444525467533959,-0.402721343903,-0.640452769937856,-0.654245807709849,-0.883352337922107,-0.395121963162506,-0.903380780496826,-0.405599341229084,0.224128876225322,-0.827661813210293,-1.18915749960549,-0.370263729192255,-0.224524442382029,-0.775042055903815,-0.790766523628995,-0.379708919745644,-0.194486836370925,-0.309749927665985,-0.272050576519884,-0.236922737920505,-0.185594290161149,-0.167476161696021,-0.418246642937036,0.577931338976572,-0.242973544184738,0.108939039018736,0.580900794001354,-0.381206379153182,-0.25215801899905,-0.490737100564076,-0.325808079463334,-0.793937445992663,-0.912963922950444,-0.674135366270908,-0.702462669061711,-0.960670469750509,0.0625076678833599,0.0992611287469698,0.0512552741253361,0.0250803571793854,0.0719058563431491,0.055976941733321,-0.0779139308802378,-0.130019211569763,0.144543155060552,0.0131250859088721,-0.0355421384577657,0.118259872897868,-0.0663221451414814,-0.0776443104584444,-0.112984216379837,-0.0919926969721405,-0.0239951774449353,-0.074536418353942,-0.142845862530765,0.129519581205156,-0.397939384677533,-0.0124622503224537,-0.029240993449478,-0.0510845990579166,-0.0456101351076894,-0.0748274091796481,0.151634831532005,0.0812259212990657,0.0196747578763151,-0.201371544102121,0.00911900113938937,0.0188296493031825,0.030622780302485,-0.393626269134842,-0.0108957344453225,0.108478753704536,0.0869911459255353,0.0447393849968495,0.0966054813456793,-0.442614303276914,0.0197822753037546,0.0354636169313234,0.0764687437073759,0.0172751481110356,0.308741749047606,0.391968736783579,0.383667037477883,0.377242909000182
"9","PUSL1",-0.0405497478110128,-0.098670665922086,0.023609516875311,-0.042149765135524,0.0319249610367656,0.0592848885852644,-0.0165384055743028,0.0136542267412338,0.149854180162492,-0.339812013157419,0.00545488024212103,-0.0802254379008393,-0.0865062460933501,-0.417922538918947,-0.318645221644956,0.213194488720955,0.202226144593053,-0.184242178464114,-0.147645542943366,-0.30234022971154,-0.16022317936222,-0.279558620333719,1.10731965967313,0.0325394520128181,0.224535835702512,0.0215025345577474,0.0605363965898782,-0.0300698074792835,0.295423245040558,-0.225558239918386,-0.02615152155171,-0.329952634983504,0.0246270588404745,-0.652438181882171,-1.08168231471778,-0.6232951559498,-0.202955066905511,0.370291974198327,0.813079130064575,0.396621111470517,0.794474894299413,-0.285896199348857,-0.0074308960176661,-0.302427501925499,-0.0914912275509989,-0.0309205854722316,-0.179542843252559,-0.107472332820082,-0.0494354822911912,-0.212607531594449,0.0523758689529531,-0.172440271716461,-0.154876931362337,-0.0710154714803305,-0.0315731912149717,-0.0116817067404937,-0.0972568937233687,-0.0227736812161657,-0.00642787184932608,-0.171924985538287,-0.0226939959799166,-0.107604768530703,-0.0335323223184905,0.0444180548173134,-0.0958897830205367,0.0145719127504903,-0.0929880489318868,0.0909193708171426,-0.0339517742916274,0.011736545548772,-0.376433179456569,0.160214339112319,-0.0445865631241384,0.00867713548433764,0.0118769558099921,-0.00886944138785077,0.164057351530563,-0.0680126005308148,-0.0712970203294117,-0.289709005359808,-0.0257972639668385,0.058746256708625,-0.0185099082751595,-0.36200308070433,-0.148014932393448,0.0771130944263166,0.0585532106050018,-0.02343515583887,0.0201637858457372,-0.357456494936607,0.0139171558513564,0.0138911316771954,0.00562105337653996,-0.00997449433633992,0.284931100353888,0.200332408715077,0.244023571496441,0.189113875531074
"10","INTS11",0.599364273543555,0.626468429709842,0.298046362577071,0.150907951556371,0.270385741914291,0.191020948591113,0.263571970346584,0.150437654752134,0.482294153255767,0.46893717711255,0.777073676243561,0.358029493030316,0.558113893571935,0.246237104767745,0.569290284474074,0.70485961474787,0.474159860076695,0.375373609471309,0.271612887297135,0.526708949087265,0.775391825338338,0.769605392920409,1.22510269532952,0.00820735135328749,-0.0190862469552381,-0.035250282034702,-0.178480503880622,-0.0453372796100719,-0.0976193430690497,0.143539224018904,0.316338787395066,0.241257485732838,0.204457954321977,0.675359972556111,0.471185246227922,0.503096696825386,0.483412426669055,1.27107851953652,0.813079130064575,1.02522977089289,1.24995042298224,0.701901722978962,0.645783574206908,0.688610656456471,0.619277554358766,0.326367667286707,0.199254017773444,0.30173109739869,0.330361879068395,0.235205124342807,0.703937015734795,0.678335853047067,0.6043136615146,0.564294984208062,0.558716603905266,0.505125988703044,0.543774285697563,0.586439047858629,0.685483978102626,0.743709793540948,0.732328588298116,0.794968327114653,0.59808256655281,0.710813049905826,0.708111271613343,0.568498520613752,0.63740330480043,0.623787650385537,0.757387432447532,0.702688335545282,0.421648894281911,0.546405314607617,0.62509148289496,0.607756458161074,0.501244952237519,0.725950435572663,0.687153067888368,0.71225588941045,0.753064054714694,0.481519136290635,0.588152874931914,0.586813686909122,0.607697789609676,0.434557195229046,0.757353750656126,0.771485014882158,0.7162226642905,0.635387282180001,0.6800537446492,0.38058600553123,0.624321909341248,0.688169827932758,0.729923401716281,0.681790515996654,0.882044948131146,0.898812935250385,0.908143143856167,0.799638859520153
